id,iban,customer_id,branch_id,account_type,currency,balance,overdraft_limit,status,opened_at
990,ES5999999997943823693108,532,18,savings,EUR,6102.39,0.00,dormant,2014-06-12
991,ES7599992753702996722632,613,23,checking,EUR,7569.80,0.00,active,2021-12-26
992,ES8599990800637333249677,727,15,checking,EUR,3108.81,500.00,active,2023-02-16
993,ES9899993597127488263883,106,11,checking,EUR,4774.92,1500.00,dormant,2024-01-29
994,ES9599994497723554188258,43,9,checking,EUR,5059.42,500.00,active,2021-09-13
995,ES6699994497057247627598,567,9,checking,EUR,3042.77,0.00,active,2022-05-21
996,ES2499991342183674564845,654,4,payroll,EUR,5096.58,200.00,active,2024-01-13
997,ES7399996710845316385444,673,20,payroll,EUR,5119.78,0.00,active,2025-03-20
998,ES6099992753112087556433,624,23,checking,EUR,4846.75,500.00,active,2021-08-24
999,ES7699993597172619502682,208,11,checking,EUR,2067.54,200.00,active,2013-05-13
1000,ES5399993061937905116894,3,8,savings,EUR,3704.14,0.00,active,2019-06-01
1001,ES6899990800503198988012,391,15,checking,EUR,1369.45,0.00,active,2014-01-29
1002,ES6099999997204972169053,7,18,checking,EUR,1716.76,0.00,active,2012-05-14
1003,ES8599997096689503423898,65,24,checking,EUR,4841.14,0.00,active,2014-07-07
1004,ES6799991179921037401077,259,6,checking,EUR,-366.10,500.00,active,2025-03-07
1005,ES4599995954518400897325,746,13,checking,EUR,4184.60,200.00,active,2024-11-27
1006,ES4299991403413458103195,477,7,savings,EUR,2334.63,0.00,active,2021-11-04
1007,ES5399993240784140803974,146,14,savings,EUR,1945.90,0.00,active,2020-05-06
1008,ES1699996710336935562924,707,20,payroll,EUR,2055.99,0.00,active,2007-08-22
1009,ES7499999087467103961754,21,17,checking,EUR,265.92,1500.00,active,2012-09-03
1010,ES1899992166974035273164,627,3,checking,EUR,3060.51,0.00,active,2023-02-05
1011,ES7199998264424037981467,742,5,checking,EUR,2474.59,0.00,active,2016-06-05
1012,ES4099991403676845220319,796,7,savings,EUR,1803.34,0.00,active,2023-02-02
1013,ES2999999623227777126058,578,21,savings,EUR,2151.57,0.00,active,2020-09-06
1014,ES7099999623101279354316,679,21,checking,EUR,4148.79,1500.00,active,2025-02-26
1015,ES7499999997645393126178,368,18,savings,EUR,177.13,0.00,active,2024-12-13
1016,ES8099991179344800827921,67,6,savings,EUR,1969.37,0.00,active,2017-09-08
1017,ES6099993597224393403611,611,11,savings,EUR,531.57,0.00,active,2024-07-23
1018,ES9799991403516679579094,572,7,savings,EUR,2002.04,0.00,active,2025-02-23
1019,ES0899995954191381508527,202,13,checking,EUR,1400.01,1500.00,active,2015-03-29
1020,ES7199991342052898957874,364,4,payroll,EUR,3235.43,1500.00,active,2019-06-02
1021,ES7599991403228548773627,317,7,savings,EUR,2648.34,0.00,active,2022-03-05
1022,ES6499996763246842141285,45,10,checking,EUR,2334.37,1000.00,active,2015-06-17
1023,ES2299998644261210909221,328,16,savings,EUR,2509.94,0.00,active,2023-12-19
1024,ES7599995015732364449909,587,12,checking,EUR,-164.61,200.00,active,2014-10-04
1025,ES0599993597751222244442,272,11,savings,EUR,3281.02,0.00,active,2024-04-19
1026,ES4699993061246456737159,459,8,payroll,EUR,1430.52,0.00,active,2024-01-06
1027,ES0399999984027087441881,637,19,checking,EUR,229.00,0.00,active,2024-10-08
1028,ES5699997558185811382689,400,1,savings,EUR,1056.96,0.00,active,2022-02-04
1029,ES3199993597675463052162,640,11,payroll,EUR,1686.19,500.00,active,2024-05-12
1030,ES2399991179838990652694,198,6,checking,EUR,5210.73,1000.00,active,2015-07-25
1031,ES9799994896916937064166,279,25,checking,EUR,2270.42,0.00,active,2021-07-16
1032,ES3899995954672232157223,112,13,savings,EUR,2391.15,0.00,active,2016-02-21
1033,ES5699999997275098034236,18,18,savings,EUR,2823.06,0.00,active,2023-12-04
1034,ES1099994896668178321346,506,25,checking,EUR,1092.34,1500.00,active,2025-01-21
1035,ES6499999590700922845348,356,22,checking,EUR,4564.39,0.00,active,2011-05-03
1036,ES7099999087528316920245,453,17,checking,EUR,0.00,500.00,closed,2023-05-15
1037,ES9799999623537667700428,41,21,checking,EUR,4279.39,1000.00,active,2023-12-17
1038,ES1199999590664876766027,410,22,checking,EUR,5338.63,0.00,active,2019-09-21
1039,ES4599991179479372427923,265,6,checking,EUR,5314.88,200.00,dormant,2011-09-09
1040,ES7399998264878977025517,146,5,business,EUR,0.00,0.00,closed,2015-08-12
1041,ES4099992753751110945047,394,23,checking,EUR,3570.87,0.00,active,2019-02-05
1042,ES2699992166023920262059,493,3,checking,EUR,2439.07,1000.00,active,2017-09-29
1043,ES3999999623911309543513,718,21,savings,EUR,1036.83,0.00,active,2025-01-27
1044,ES4299997558700781515233,515,1,checking,EUR,1370.90,1000.00,active,2022-03-02
1045,ES9199991179995130152148,457,6,payroll,EUR,1582.39,1000.00,active,2016-12-21
1046,ES2299996763645028891339,661,10,checking,EUR,2442.82,0.00,active,2023-11-27
1047,ES5899998644600878076918,173,16,checking,EUR,3250.05,1000.00,active,2020-03-20
1048,ES9699999984819553374119,208,19,checking,EUR,1577.23,1000.00,active,2022-04-20
1049,ES5099999087174609737423,475,17,checking,EUR,1507.29,0.00,active,2017-10-03
1050,ES4299990800975585912610,279,15,checking,EUR,2480.19,0.00,active,2021-10-23
1051,ES7499991403015408163867,470,7,savings,EUR,1793.72,0.00,active,2025-01-04
1052,ES7799991342844654445054,737,4,savings,EUR,633.38,0.00,active,2024-04-25
1053,ES8299993597716835238268,653,11,checking,EUR,3175.69,0.00,active,2014-02-16
1054,ES6399996763411037497510,293,10,savings,EUR,277.91,0.00,active,2022-12-02
1055,ES2699991403201397420119,688,7,savings,EUR,3053.19,0.00,active,2006-10-29
1056,ES9699992166693614706934,570,3,payroll,EUR,5608.66,1500.00,active,2020-10-12
1057,ES6499998644947918276459,349,16,checking,EUR,3007.81,0.00,dormant,2025-03-26
1058,ES1599999590733220820218,295,22,checking,EUR,2207.42,0.00,active,2025-02-07
1059,ES5499999623610637934658,81,21,checking,EUR,0.00,500.00,closed,2019-12-28
1060,ES0799999590758292050104,428,22,checking,EUR,4982.39,1500.00,active,2024-12-20
1061,ES2999991179337769495458,438,6,checking,EUR,0.00,500.00,closed,2013-04-13
1062,ES7999992753831505345371,592,23,checking,EUR,4463.22,1500.00,active,2022-01-05
1063,ES9199997558948740778044,211,1,checking,EUR,2504.09,0.00,active,2012-05-13
1064,ES0799996710478026362708,292,20,checking,EUR,3813.20,1500.00,active,2024-10-02
1065,ES4199996710082195427257,214,20,checking,EUR,960.82,1500.00,active,2024-03-20
1066,ES8699999997136807770835,457,18,checking,EUR,2173.16,500.00,active,2021-05-18
1067,ES4099993597690650138494,573,11,checking,EUR,4911.37,0.00,active,2021-10-09
1068,ES2799991342426360545122,646,4,checking,EUR,1350.48,0.00,active,2020-11-27
1069,ES2799999087768626381853,527,17,business,EUR,0.00,0.00,closed,2023-03-25
1070,ES3899992753888688278314,612,23,savings,EUR,1563.73,0.00,active,2025-02-14
1071,ES2899992166470645401593,653,3,business,EUR,5303.48,0.00,active,2012-02-02
1072,ES5199994497633546843196,306,9,savings,EUR,2269.75,0.00,dormant,2019-08-02
1073,ES4099993240056856576149,793,14,checking,EUR,2873.59,0.00,active,2020-01-21
1074,ES3999999984556653379156,683,19,checking,EUR,1949.24,0.00,active,2019-05-15
1075,ES9499996763620801666128,390,10,checking,EUR,5189.69,200.00,active,2020-11-11
1076,ES0899991665563605488165,426,2,checking,EUR,152.92,200.00,active,2023-01-04
1077,ES6099997558711221984100,602,1,savings,EUR,3799.39,0.00,active,2015-01-09
1078,ES7699999623314198323157,656,21,checking,EUR,2183.81,200.00,active,2023-08-04
1079,ES0699991179986549368681,293,6,business,EUR,5627.31,0.00,dormant,2021-01-28
1080,ES8999994896619751306701,628,25,savings,EUR,2605.67,0.00,active,2024-11-03
1081,ES3699999984906056406515,87,19,savings,EUR,2558.91,0.00,active,2014-09-18
1082,ES4499995015549322457629,712,12,checking,EUR,1688.53,0.00,active,2021-10-29
1083,ES5299992166741221949699,40,3,checking,EUR,3675.50,500.00,active,2023-11-02
1084,ES7099991342919345681445,211,4,savings,EUR,2127.63,0.00,active,2025-01-18
1085,ES5199998644389362220855,527,16,savings,EUR,771.75,0.00,active,2024-04-17
1086,ES2299991179471167359260,476,6,checking,EUR,5210.53,1000.00,active,2020-12-11
1087,ES0899999590129760577592,435,22,payroll,EUR,2564.54,0.00,dormant,2020-12-12
1088,ES7699990800588761493313,576,15,checking,EUR,3262.69,0.00,active,2016-07-03
1089,ES0599994896981896556994,738,25,checking,EUR,2678.86,0.00,active,2020-10-22
1090,ES6799999997828583548736,115,18,checking,EUR,0.00,0.00,closed,2024-06-05
1091,ES3499996710420497997109,383,20,payroll,EUR,3322.14,1500.00,active,2009-09-22
1092,ES8699995954264433429129,528,13,checking,EUR,0.00,1500.00,closed,2022-11-11
1093,ES9199991342894625737795,686,4,checking,EUR,4219.46,200.00,active,2020-04-27
1094,ES9199991342301400190083,751,4,checking,EUR,2220.43,0.00,active,2021-07-21
1095,ES9099998644966765788338,714,16,savings,EUR,2863.49,0.00,active,2024-06-13
1096,ES4499990800205142443502,372,15,savings,EUR,1818.57,0.00,active,2016-08-18
1097,ES8799998264811824976357,366,5,savings,EUR,4174.25,0.00,dormant,2012-04-02
1098,ES3899993061429409792975,250,8,savings,EUR,2121.70,0.00,active,2024-04-20
1099,ES5299994896526175316478,334,25,savings,EUR,1913.60,0.00,active,2020-03-21
1100,ES4499999984785469113281,202,19,savings,EUR,1960.57,0.00,active,2016-05-22
